"eco_values","species","latitude","longitude","date_obs","source","coord_id","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id.longitude.x","occurrence_id.latitude.x","tmax_mean_c","occurrence_id.longitude.y","occurrence_id.latitude.y","prec_mean_annual","occurrence_id.longitude.x.x","occurrence_id.latitude.x.x","tas_current_july_c","occurrence_id.longitude.y.y","occurrence_id.latitude.y.y","tas_future_july_2050_c","delta_tas_july_c","NDVI"
103,"Impatiens noli-tangere",47.51267,7.80369,2025-08-07,"gbif","7.80369_47.51267","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",426,7.80369,47.51267,13.7083333333334,7.80369,47.51267,97.4166666666667,7.80369,47.51267,17.45,7.80369,47.51267,20.45,3,0.3655
103,"Impatiens noli-tangere",47.51267,7.80369,2025-08-07,"gbif","7.80369_47.51267","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",426,7.80369,47.51267,13.7083333333334,7.80369,47.51267,97.4166666666667,7.80369,47.51267,17.15,7.80369,47.51267,20.45,3.30000000000001,0.3655
103,"Impatiens glandulifera",47.32091,8.10716,2025-02-17,"gbif","8.10716_47.32091","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",472,8.10716,47.32091,13.2083333333334,8.10716,47.32091,113.416666666667,8.10716,47.32091,16.65,8.10716,47.32091,19.95,3.30000000000001,0.1733
103,"Impatiens glandulifera",47.32091,8.10716,2025-02-17,"gbif","8.10716_47.32091","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",472,8.10716,47.32091,13.2083333333334,8.10716,47.32091,113.416666666667,8.10716,47.32091,19.05,8.10716,47.32091,19.95,0.900000000000034,0.1733
103,"Impatiens glandulifera",47.32091,8.10716,2025-02-17,"gbif","8.10716_47.32091","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",472,8.10716,47.32091,13.2083333333334,8.10716,47.32091,113.416666666667,8.10716,47.32091,16.85,8.10716,47.32091,19.95,3.10000000000002,0.1733
103,"Impatiens glandulifera",47.48509,9.43002,2025-05-06,"gbif","9.43002_47.48509","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",477,9.43002,47.48509,13.0583333333334,9.43002,47.48509,106.75,9.43002,47.48509,19.95,9.43002,47.48509,20.45,0.5,0.7881
103,"Impatiens glandulifera",47.48509,9.43002,2025-05-06,"gbif","9.43002_47.48509","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",477,9.43002,47.48509,13.0583333333334,9.43002,47.48509,106.75,9.43002,47.48509,19.05,9.43002,47.48509,20.45,1.40000000000003,0.7881
103,"Impatiens glandulifera",47.48509,9.43002,2025-05-06,"gbif","9.43002_47.48509","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",477,9.43002,47.48509,13.0583333333334,9.43002,47.48509,106.75,9.43002,47.48509,16.85,9.43002,47.48509,20.45,3.60000000000002,0.7881
103,"Impatiens noli-tangere",47.50978,8.33465,2025-07-08,"gbif","8.33465_47.50978","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",438,8.33465,47.50978,13.6916666666667,8.33465,47.50978,107.25,8.33465,47.50978,18.85,8.33465,47.50978,20.55,1.69999999999999,0.4858
103,"Impatiens noli-tangere",47.50978,8.33465,2025-07-08,"gbif","8.33465_47.50978","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",438,8.33465,47.50978,13.6916666666667,8.33465,47.50978,107.25,8.33465,47.50978,18.95,8.33465,47.50978,20.55,1.59999999999997,0.4858
103,"Impatiens noli-tangere",47.50978,8.33465,2025-07-08,"gbif","8.33465_47.50978","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",438,8.33465,47.50978,13.6916666666667,8.33465,47.50978,107.25,8.33465,47.50978,19.35,8.33465,47.50978,20.55,1.19999999999999,0.4858
103,"Impatiens glandulifera",47.23378,7.96813,2025-05-09,"gbif","7.96813_47.23378","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",458,7.96813,47.23378,13.6,7.96813,47.23378,100.916666666667,7.96813,47.23378,19.95,7.96813,47.23378,20.55,0.599999999999966,-0.0848
103,"Impatiens glandulifera",47.23378,7.96813,2025-05-09,"gbif","7.96813_47.23378","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",458,7.96813,47.23378,13.6,7.96813,47.23378,100.916666666667,7.96813,47.23378,18.85,7.96813,47.23378,20.55,1.69999999999999,-0.0848
103,"Impatiens glandulifera",47.23378,7.96813,2025-05-09,"gbif","7.96813_47.23378","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",458,7.96813,47.23378,13.6,7.96813,47.23378,100.916666666667,7.96813,47.23378,16.85,7.96813,47.23378,20.55,3.69999999999999,-0.0848
103,"Impatiens noli-tangere",47.076121,8.302132,2024-07-13,"gbif","8.302132_47.076121","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",427,8.302132,47.076121,13.9416666666667,8.302132,47.076121,111.333333333333,8.302132,47.076121,19.95,8.302132,47.076121,21.05,1.09999999999997,0.8256
103,"Impatiens noli-tangere",47.076121,8.302132,2024-07-13,"gbif","8.302132_47.076121","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",427,8.302132,47.076121,13.9416666666667,8.302132,47.076121,111.333333333333,8.302132,47.076121,18.85,8.302132,47.076121,21.05,2.19999999999999,0.8256
103,"Impatiens noli-tangere",47.076121,8.302132,2024-07-13,"gbif","8.302132_47.076121","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",427,8.302132,47.076121,13.9416666666667,8.302132,47.076121,111.333333333333,8.302132,47.076121,18.05,8.302132,47.076121,21.05,3,0.8256
103,"Impatiens glandulifera",47.49762,8.23499,2025-05-15,"gbif","8.23499_47.49762","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",327,8.23499,47.49762,14.2083333333334,8.23499,47.49762,92,8.23499,47.49762,18.15,8.23499,47.49762,21.2500000000001,3.10000000000002,0.2684
103,"Impatiens glandulifera",47.49762,8.23499,2025-05-15,"gbif","8.23499_47.49762","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",327,8.23499,47.49762,14.2083333333334,8.23499,47.49762,92,8.23499,47.49762,18.85,8.23499,47.49762,21.2500000000001,2.40000000000003,0.2684
103,"Impatiens glandulifera",47.49762,8.23499,2025-05-15,"gbif","8.23499_47.49762","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",327,8.23499,47.49762,14.2083333333334,8.23499,47.49762,92,8.23499,47.49762,18.05,8.23499,47.49762,21.2500000000001,3.20000000000005,0.2684
103,"Impatiens noli-tangere",47.24319,7.66977,2024-08-08,"gbif","7.66977_47.24319","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",456,7.66977,47.24319,13.6916666666667,7.66977,47.24319,92.5833333333333,7.66977,47.24319,18.15,7.66977,47.24319,20.55,2.39999999999998,0.3976
103,"Impatiens noli-tangere",47.24319,7.66977,2024-08-08,"gbif","7.66977_47.24319","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",456,7.66977,47.24319,13.6916666666667,7.66977,47.24319,92.5833333333333,7.66977,47.24319,18.15,7.66977,47.24319,20.55,2.39999999999998,0.3976
103,"Impatiens noli-tangere",47.24319,7.66977,2024-08-08,"gbif","7.66977_47.24319","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",456,7.66977,47.24319,13.6916666666667,7.66977,47.24319,92.5833333333333,7.66977,47.24319,18.05,7.66977,47.24319,20.55,2.5,0.3976
103,"Impatiens noli-tangere",47.37488,8.33239,2023-06-29,"gbif","8.33239_47.37488","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",380,8.33239,47.37488,14.1,8.33239,47.37488,101.5,8.33239,47.37488,18.15,8.33239,47.37488,21.05,2.89999999999998,0.2521
103,"Impatiens noli-tangere",47.37488,8.33239,2023-06-29,"gbif","8.33239_47.37488","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",380,8.33239,47.37488,14.1,8.33239,47.37488,101.5,8.33239,47.37488,18.15,8.33239,47.37488,21.05,2.89999999999998,0.2521
103,"Impatiens noli-tangere",47.37488,8.33239,2023-06-29,"gbif","8.33239_47.37488","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",380,8.33239,47.37488,14.1,8.33239,47.37488,101.5,8.33239,47.37488,19.2500000000001,8.33239,47.37488,21.05,1.79999999999995,0.2521
103,"Impatiens glandulifera",47.579115,8.8881,2025-03-28,"gbif","8.8881_47.579115","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",391,8.8881,47.579115,13.6916666666667,8.8881,47.579115,85.3333333333333,8.8881,47.579115,18.95,8.8881,47.579115,20.95,2,0.2214
103,"Impatiens glandulifera",47.579115,8.8881,2025-03-28,"gbif","8.8881_47.579115","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",391,8.8881,47.579115,13.6916666666667,8.8881,47.579115,85.3333333333333,8.8881,47.579115,18.15,8.8881,47.579115,20.95,2.80000000000001,0.2214
103,"Impatiens glandulifera",47.579115,8.8881,2025-03-28,"gbif","8.8881_47.579115","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",391,8.8881,47.579115,13.6916666666667,8.8881,47.579115,85.3333333333333,8.8881,47.579115,19.2500000000001,8.8881,47.579115,20.95,1.69999999999999,0.2214
103,"Impatiens glandulifera",47.2299,7.97325,2025-05-09,"gbif","7.97325_47.2299","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",463,7.97325,47.2299,13.5916666666667,7.97325,47.2299,99.6666666666667,7.97325,47.2299,18.95,7.97325,47.2299,20.55,1.59999999999997,-0.0763
103,"Impatiens glandulifera",47.2299,7.97325,2025-05-09,"gbif","7.97325_47.2299","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",463,7.97325,47.2299,13.5916666666667,7.97325,47.2299,99.6666666666667,7.97325,47.2299,19.35,7.97325,47.2299,20.55,1.19999999999999,-0.0763
103,"Impatiens glandulifera",47.2299,7.97325,2025-05-09,"gbif","7.97325_47.2299","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",463,7.97325,47.2299,13.5916666666667,7.97325,47.2299,99.6666666666667,7.97325,47.2299,19.2500000000001,7.97325,47.2299,20.55,1.29999999999995,-0.0763
103,"Impatiens glandulifera",47.2249,7.9765,2025-05-09,"gbif","7.9765_47.2249","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",465,7.9765,47.2249,13.5583333333334,7.9765,47.2249,102.166666666667,7.9765,47.2249,18.95,7.9765,47.2249,20.45,1.5,0.0964
103,"Impatiens glandulifera",47.2249,7.9765,2025-05-09,"gbif","7.9765_47.2249","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",465,7.9765,47.2249,13.5583333333334,7.9765,47.2249,102.166666666667,7.9765,47.2249,19.35,7.9765,47.2249,20.45,1.10000000000002,0.0964
103,"Impatiens glandulifera",47.2249,7.9765,2025-05-09,"gbif","7.9765_47.2249","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",465,7.9765,47.2249,13.5583333333334,7.9765,47.2249,102.166666666667,7.9765,47.2249,18.55,7.9765,47.2249,20.45,1.90000000000003,0.0964
103,"Impatiens noli-tangere",46.9152946766,7.3876616352,2021-08-28,"inat","7.3876616352_46.9152946766","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",662,7.3876616352,46.9152946766,12.8333333333334,7.3876616352,46.9152946766,98.6666666666667,7.3876616352,46.9152946766,18.35,7.3876616352,46.9152946766,19.45,1.10000000000002,0.473
103,"Impatiens noli-tangere",46.9152946766,7.3876616352,2021-08-28,"inat","7.3876616352_46.9152946766","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",662,7.3876616352,46.9152946766,12.8333333333334,7.3876616352,46.9152946766,98.6666666666667,7.3876616352,46.9152946766,19.35,7.3876616352,46.9152946766,19.45,0.100000000000023,0.473
103,"Impatiens noli-tangere",46.9152946766,7.3876616352,2021-08-28,"inat","7.3876616352_46.9152946766","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",662,7.3876616352,46.9152946766,12.8333333333334,7.3876616352,46.9152946766,98.6666666666667,7.3876616352,46.9152946766,18.55,7.3876616352,46.9152946766,19.45,0.900000000000034,0.473
103,"Impatiens glandulifera",46.7230083333,6.7223866667,2025-09-19,"inat","6.7223866667_46.7230083333","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",592,6.7223866667,46.7230083333,13.4333333333334,6.7223866667,46.7230083333,100.5,6.7223866667,46.7230083333,18.35,6.7223866667,46.7230083333,20.45,2.10000000000002,0.5666
103,"Impatiens glandulifera",46.7230083333,6.7223866667,2025-09-19,"inat","6.7223866667_46.7230083333","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",592,6.7223866667,46.7230083333,13.4333333333334,6.7223866667,46.7230083333,100.5,6.7223866667,46.7230083333,19.2500000000001,6.7223866667,46.7230083333,20.45,1.19999999999999,0.5666
103,"Impatiens glandulifera",46.7230083333,6.7223866667,2025-09-19,"inat","6.7223866667_46.7230083333","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",592,6.7223866667,46.7230083333,13.4333333333334,6.7223866667,46.7230083333,100.5,6.7223866667,46.7230083333,18.55,6.7223866667,46.7230083333,20.45,1.90000000000003,0.5666
103,"Impatiens noli-tangere",47.46428,8.40021,2024-05-27,"gbif","8.40021_47.46428","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",545,8.40021,47.46428,13.575,8.40021,47.46428,105.833333333333,8.40021,47.46428,19.7500000000001,8.40021,47.46428,20.35,0.599999999999966,0.4813
103,"Impatiens noli-tangere",47.46428,8.40021,2024-05-27,"gbif","8.40021_47.46428","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",545,8.40021,47.46428,13.575,8.40021,47.46428,105.833333333333,8.40021,47.46428,18.55,8.40021,47.46428,20.35,1.80000000000001,0.4813
103,"Impatiens noli-tangere",47.46428,8.40021,2024-05-27,"gbif","8.40021_47.46428","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",545,8.40021,47.46428,13.575,8.40021,47.46428,105.833333333333,8.40021,47.46428,15.2500000000001,8.40021,47.46428,20.35,5.09999999999997,0.4813
103,"Impatiens noli-tangere",47.55612,8.13614,2023-06-04,"gbif","8.13614_47.55612","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",359,8.13614,47.55612,13.825,8.13614,47.55612,99.3333333333333,8.13614,47.55612,18.35,8.13614,47.55612,20.85,2.5,0.5222
103,"Impatiens noli-tangere",47.55612,8.13614,2023-06-04,"gbif","8.13614_47.55612","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",359,8.13614,47.55612,13.825,8.13614,47.55612,99.3333333333333,8.13614,47.55612,19.2500000000001,8.13614,47.55612,20.85,1.59999999999997,0.5222
103,"Impatiens noli-tangere",47.55612,8.13614,2023-06-04,"gbif","8.13614_47.55612","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",359,8.13614,47.55612,13.825,8.13614,47.55612,99.3333333333333,8.13614,47.55612,18.15,8.13614,47.55612,20.85,2.69999999999999,0.5222
103,"Impatiens noli-tangere",47.522934,7.531398,2025-08-22,"gbif","7.531398_47.522934","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",392,7.531398,47.522934,13.8833333333334,7.531398,47.522934,89.3333333333333,7.531398,47.522934,15.15,7.531398,47.522934,20.55,5.39999999999998,0.6192
103,"Impatiens noli-tangere",47.522934,7.531398,2025-08-22,"gbif","7.531398_47.522934","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",392,7.531398,47.522934,13.8833333333334,7.531398,47.522934,89.3333333333333,7.531398,47.522934,19.2500000000001,7.531398,47.522934,20.55,1.29999999999995,0.6192
103,"Impatiens noli-tangere",47.522934,7.531398,2025-08-22,"gbif","7.531398_47.522934","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",392,7.531398,47.522934,13.8833333333334,7.531398,47.522934,89.3333333333333,7.531398,47.522934,18.15,7.531398,47.522934,20.55,2.39999999999998,0.6192
103,"Impatiens noli-tangere",47.50978,8.33465,2024-08-06,"gbif","8.33465_47.50978","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",438,8.33465,47.50978,13.6916666666667,8.33465,47.50978,107.25,8.33465,47.50978,18.85,8.33465,47.50978,20.55,1.69999999999999,0.4858
103,"Impatiens noli-tangere",47.50978,8.33465,2024-08-06,"gbif","8.33465_47.50978","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",438,8.33465,47.50978,13.6916666666667,8.33465,47.50978,107.25,8.33465,47.50978,18.95,8.33465,47.50978,20.55,1.59999999999997,0.4858
103,"Impatiens noli-tangere",47.50978,8.33465,2024-08-06,"gbif","8.33465_47.50978","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",438,8.33465,47.50978,13.6916666666667,8.33465,47.50978,107.25,8.33465,47.50978,19.35,8.33465,47.50978,20.55,1.19999999999999,0.4858
103,"Impatiens glandulifera",47.58068,8.90223,2021-09-06,"inat","8.90223_47.58068","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",389,8.90223,47.58068,13.7083333333334,8.90223,47.58068,86,8.90223,47.58068,15.15,8.90223,47.58068,20.95,5.80000000000001,0.2145
103,"Impatiens glandulifera",47.58068,8.90223,2021-09-06,"inat","8.90223_47.58068","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",389,8.90223,47.58068,13.7083333333334,8.90223,47.58068,86,8.90223,47.58068,17.95,8.90223,47.58068,20.95,3,0.2145
103,"Impatiens glandulifera",47.58068,8.90223,2021-09-06,"inat","8.90223_47.58068","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",389,8.90223,47.58068,13.7083333333334,8.90223,47.58068,86,8.90223,47.58068,18.15,8.90223,47.58068,20.95,2.80000000000001,0.2145
103,"Impatiens noli-tangere",46.61082,6.62279,2025-08-02,"gbif","6.62279_46.61082","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",635,6.62279,46.61082,13.1083333333333,6.62279,46.61082,111.583333333333,6.62279,46.61082,15.15,6.62279,46.61082,20.15,5,0.0546
103,"Impatiens noli-tangere",46.61082,6.62279,2025-08-02,"gbif","6.62279_46.61082","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",635,6.62279,46.61082,13.1083333333333,6.62279,46.61082,111.583333333333,6.62279,46.61082,17.95,6.62279,46.61082,20.15,2.19999999999999,0.0546
103,"Impatiens noli-tangere",46.61082,6.62279,2025-08-02,"gbif","6.62279_46.61082","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",635,6.62279,46.61082,13.1083333333333,6.62279,46.61082,111.583333333333,6.62279,46.61082,18.45,6.62279,46.61082,20.15,1.69999999999999,0.0546
103,"Impatiens glandulifera",47.41303,8.1143,2025-05-21,"gbif","8.1143_47.41303","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",384,8.1143,47.41303,13.9166666666667,8.1143,47.41303,99.3333333333333,8.1143,47.41303,18.65,8.1143,47.41303,20.95,2.30000000000001,0.4153
103,"Impatiens glandulifera",47.41303,8.1143,2025-05-21,"gbif","8.1143_47.41303","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",384,8.1143,47.41303,13.9166666666667,8.1143,47.41303,99.3333333333333,8.1143,47.41303,17.95,8.1143,47.41303,20.95,3,0.4153
103,"Impatiens glandulifera",47.41303,8.1143,2025-05-21,"gbif","8.1143_47.41303","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",384,8.1143,47.41303,13.9166666666667,8.1143,47.41303,99.3333333333333,8.1143,47.41303,18.45,8.1143,47.41303,20.95,2.5,0.4153
103,"Impatiens glandulifera",47.40785,8.19329,2025-05-13,"gbif","8.19329_47.40785","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",398,8.19329,47.40785,13.7916666666667,8.19329,47.40785,101.666666666667,8.19329,47.40785,18.65,8.19329,47.40785,20.7500000000001,2.10000000000002,0.3317
103,"Impatiens glandulifera",47.40785,8.19329,2025-05-13,"gbif","8.19329_47.40785","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",398,8.19329,47.40785,13.7916666666667,8.19329,47.40785,101.666666666667,8.19329,47.40785,19.7500000000001,8.19329,47.40785,20.7500000000001,1,0.3317
103,"Impatiens glandulifera",47.40785,8.19329,2025-05-13,"gbif","8.19329_47.40785","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",398,8.19329,47.40785,13.7916666666667,8.19329,47.40785,101.666666666667,8.19329,47.40785,18.45,8.19329,47.40785,20.7500000000001,2.30000000000001,0.3317
103,"Impatiens glandulifera",47.23664,7.96637,2025-05-09,"gbif","7.96637_47.23664","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",456,7.96637,47.23664,13.625,7.96637,47.23664,99.1666666666667,7.96637,47.23664,18.65,7.96637,47.23664,20.55,1.89999999999998,-0.0586
103,"Impatiens glandulifera",47.23664,7.96637,2025-05-09,"gbif","7.96637_47.23664","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",456,7.96637,47.23664,13.625,7.96637,47.23664,99.1666666666667,7.96637,47.23664,19.7500000000001,7.96637,47.23664,20.55,0.799999999999955,-0.0586
103,"Impatiens glandulifera",47.23664,7.96637,2025-05-09,"gbif","7.96637_47.23664","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",456,7.96637,47.23664,13.625,7.96637,47.23664,99.1666666666667,7.96637,47.23664,18.2500000000001,7.96637,47.23664,20.55,2.29999999999995,-0.0586
103,"Impatiens noli-tangere",47.24092,8.19807,2025-06-14,"gbif","8.19807_47.24092","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",588,8.19807,47.24092,13.0416666666667,8.19807,47.24092,118.75,8.19807,47.24092,18.2500000000001,8.19807,47.24092,19.7500000000001,1.5,0.1085
103,"Impatiens noli-tangere",47.24092,8.19807,2025-06-14,"gbif","8.19807_47.24092","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",588,8.19807,47.24092,13.0416666666667,8.19807,47.24092,118.75,8.19807,47.24092,19.7500000000001,8.19807,47.24092,19.7500000000001,0,0.1085
103,"Impatiens noli-tangere",47.24092,8.19807,2025-06-14,"gbif","8.19807_47.24092","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",588,8.19807,47.24092,13.0416666666667,8.19807,47.24092,118.75,8.19807,47.24092,18.2500000000001,8.19807,47.24092,19.7500000000001,1.5,0.1085
103,"Impatiens glandulifera",47.50547,8.89995,2025-02-05,"gbif","8.89995_47.50547","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",509,8.89995,47.50547,13.1,8.89995,47.50547,95.6666666666667,8.89995,47.50547,18.2500000000001,8.89995,47.50547,20.15,1.89999999999998,0.3432
